team,season,xgf60,xga60,ev_xgf60,ev_xga60,pp_xgf60,pp_xga60,pk_xgf60,pk_xga60,hdf,hda,hdf_percent,xgoals_percentage,corsi_percentage,fenwick_percentage,penalties_drawn_per60,penalties_taken_per60,penalty_diff,gsa_per60,save_percent,hd_save_percent,nhl_tricode,wins,losses,ot,points
CBJ,2023,2.863556933294947,3.488547727287944,2.4235852751125906,2.95271196397102,6.446585672392124,0.9099287808965228,0.7952505867734364,7.472041971558746,85.04,113.11,0.4291698208427958,0.45,0.48,0.47,3.3864715216357903,3.0731325196339023,0.313339002001888,-0.1027992956567729,0.8944011339475549,0.7627627627627628,CBJ,25.0,48.0,9.0,59.0
VAN,2023,3.140822800745254,2.920147036608087,2.542053405683278,2.323122023334537,7.6024387249887475,0.8970907156593969,0.9366068156834004,6.2718944668376695,109.83,100.16,0.5230249059479023,0.52,0.51,0.51,3.5651341960823806,3.625560199405811,-0.0604260033234305,0.2493176897124729,0.905716723549488,0.7533783783783784,VAN,38.0,37.0,7.0,83.0
MIN,2023,3.10629589502829,2.872998675815577,2.325741449665559,2.240175003155105,9.508028357922974,0.8098103084882161,0.6097031136857349,8.29543808834178,100.04,88.11,0.531703428115865,0.52,0.5,0.51,3.972553268327916,3.9845913085349705,-0.0120380402070541,-0.2568917780185386,0.8933114485022569,0.6852589641434264,MIN,46.0,25.0,11.0,103.0
NYI,2023,2.888683751078646,3.1872930505107258,2.499386740688142,2.502001161965012,6.041329573297581,0.9403171374416348,0.7900987122312972,8.083178834494163,95.94,110.94,0.4637470997679814,0.48,0.47,0.48,2.974052296763059,3.0583371796672756,-0.0842848829042166,0.0807930806124699,0.903982136211388,0.7170418006430868,NYI,42.0,31.0,9.0,93.0
PIT,2023,3.4528929997418616,3.0892590742534924,2.809470536616608,2.646277204087319,7.500183576061682,1.2541916534083954,1.1049877921171958,6.226543425183118,118.77,94.39,0.557187089510227,0.53,0.52,0.51,3.198240632406827,3.343066623308268,-0.1448259909014408,0.0961885956237072,0.9,0.72,PIT,40.0,31.0,11.0,91.0
COL,2023,3.5136233750553387,3.263210850404475,2.821199062523626,2.5878884100703106,8.177174413253567,1.2839392544868844,1.0478200860599172,8.48778111553138,110.93,119.03,0.4823882414332928,0.52,0.53,0.52,3.46520706725158,3.706684911659355,-0.2414778444077754,0.2205900108665028,0.8969746524938675,0.7327327327327327,COL,51.0,24.0,7.0,109.0
WPG,2023,2.994455833493229,2.942467911495309,2.5317054477578114,2.397903472373881,5.3852550117317755,0.6624130407936443,0.8348311990686845,7.885634458672875,93.25,97.2,0.4896298241008139,0.5,0.5,0.51,3.187138341597407,3.417387879583531,-0.2302495379861242,0.5430253577451704,0.9184849732400164,0.7298245614035088,WPG,46.0,33.0,3.0,95.0
DET,2023,2.926130925689197,3.284051588549859,2.1888427032745508,2.5768907178021943,7.805284456081885,1.062604141870983,0.982634250601122,9.624365482233502,100.19,103.19,0.492624643524437,0.47,0.47,0.47,3.626190492125852,4.0719348383340135,-0.4457443462081611,-0.0048188577968447,0.8972525404591645,0.7604166666666666,DET,35.0,37.0,10.0,80.0
CAR,2023,3.4491523719508517,2.660285156956985,2.793344805903961,2.197802561472019,9.269547416670376,0.8474923234390993,1.0629663990964462,5.638659190835384,110.64,89.92,0.5516553649780614,0.56,0.59,0.58,3.414643955999759,3.426709835702938,-0.0120658797031794,0.1143845395861402,0.8995716325559258,0.7587548638132295,CAR,52.0,21.0,9.0,113.0
NJD,2023,3.3289556098842263,3.2684622067767157,2.807480324838793,2.6102687196299983,7.115493695187399,1.2283258431868755,0.6761516439663399,6.230589051791446,117.92,115.75,0.504643300380879,0.5,0.52,0.51,3.4307881922696137,3.418665265795163,0.0121229264744506,-0.1380801325439959,0.8856794141578519,0.6737804878048781,NJD,52.0,22.0,8.0,112.0
WSH,2023,2.8433990804091076,3.155458943973074,2.331191878172589,2.583520812182741,6.9561238223418576,0.8172274562584119,0.5648451158829068,8.035325234231408,91.12,103.23,0.4688448675070748,0.47,0.47,0.46,3.1133861580534323,3.1133861580534323,0.0,0.1262183577589229,0.8993208150219736,0.7906976744186046,WSH,35.0,37.0,10.0,80.0
ANA,2023,2.654387931295629,3.4132864802641545,2.239469337187694,2.5491947140202353,5.808098833218943,0.9487989018531228,0.8411272839888511,8.382781046763704,86.03,105.63,0.4488677867056245,0.44,0.45,0.45,4.9316894368543815,3.938081245645391,0.9936081912089904,-0.1370452273484596,0.8900975243810952,0.7147766323024055,ANA,23.0,47.0,12.0,58.0
BUF,2023,3.020682005344448,3.248900018487084,2.499075542012395,2.695793613210072,6.141529664045747,1.1288062902072908,0.8979807311600897,6.813250626897189,91.38,105.33,0.464541711148391,0.48,0.5,0.5,3.4970840826204603,3.327675165123275,0.1694089174971851,0.3084452362145175,0.898834304746045,0.7507987220447284,BUF,42.0,33.0,7.0,91.0
STL,2023,2.8800289304764486,3.295904529427719,2.216211105310109,2.786728221234682,5.7543211948313475,1.0874307769760028,1.2084805653710249,7.08241810715309,93.5,101.9,0.4785056294779938,0.47,0.47,0.47,3.025645661935328,3.399330982732122,-0.3736853207967936,0.3064219630533709,0.9059537353052712,0.7256944444444444,STL,37.0,38.0,7.0,81.0
PHI,2023,2.9212355832987287,2.869998526516014,2.5269941034631183,2.340895889140092,5.084487479661892,0.8728917814198976,1.5365950151655017,6.106817882104708,84.34,96.6,0.4661213661987399,0.5,0.52,0.54,3.580566085756768,3.809625869020669,-0.2290597832639007,-0.2403922146464307,0.8840449438202247,0.737037037037037,PHI,31.0,38.0,13.0,75.0
TOR,2023,3.499549630697172,3.178766588602654,2.72273714315979,2.6018830488932707,8.967045191193511,1.2197450753186558,1.0637059587231947,7.421766575636836,117.9,110.3,0.5166520595968449,0.52,0.51,0.51,3.6029544226265537,3.5549150303248664,0.0480393923016873,0.0441962409175524,0.89329517579722,0.7484472049689441,TOR,50.0,21.0,11.0,111.0
ARI,2023,2.9984085521853867,3.304812618771026,2.4467815731745532,2.606230021936697,7.2284943898408285,0.8016004175002175,0.7255264130033248,8.014776505356483,104.25,111.17,0.4839383529848667,0.48,0.48,0.47,3.976605045628219,3.855735591353805,0.1208694542744139,-0.0070104283479158,0.8946153846153846,0.711038961038961,ARI,28.0,40.0,14.0,70.0
BOS,2023,3.070112373026476,3.037609816065378,2.5189530535936853,2.5252347320315747,7.452415427142293,1.3047255495590364,1.0739717119167616,6.088278328727037,101.18,97.75,0.5086211230080934,0.5,0.47,0.48,3.837940305369451,3.526107655558184,0.3118326498112678,0.3870322926696008,0.9117764471057884,0.7086092715231789,BOS,65.0,12.0,5.0,135.0
EDM,2023,3.750498078122799,2.783441669517619,3.2122885743872973,2.3103210217466343,8.434623178616231,0.7156228891247708,1.2216378662659657,6.084147257700977,126.59,83.97,0.6012063069908815,0.57,0.55,0.55,3.69483407458091,3.368819303294359,0.3260147712865509,-0.0661689239500109,0.8977026441265713,0.7119341563786008,EDM,50.0,23.0,9.0,109.0
FLA,2023,3.6812393119404487,2.7855547731616537,2.6629962504800164,2.2696979241725384,11.8895018852947,0.8958920420718397,0.8848790537420523,6.1826448335878945,139.4,93.03,0.5997504625048402,0.57,0.56,0.55,4.695704657479127,4.345639271703048,0.3500653857760794,0.3954531737249773,0.913157894736842,0.7142857142857143,FLA,42.0,32.0,8.0,92.0
SJS,2023,2.4798446726959953,3.783145377906099,2.164676643353213,3.0708682660431577,5.92949831409012,1.2947787881884132,0.537201450543954,8.856321120420157,74.26,127.98,0.3671875,0.4,0.43,0.42,3.5854048670563263,3.10252205667837,0.4828828103779563,-0.1523495266742452,0.8868448455397432,0.7445652173913043,SJS,22.0,44.0,16.0,60.0
DAL,2023,3.412525466083693,2.7278767056839963,2.660207533574601,2.244733296152609,8.95337642690139,0.8268463760143034,1.3779904306220097,6.6746411483253585,112.73,81.13,0.5815021149282987,0.56,0.53,0.53,2.9866823672669245,2.9866823672669245,0.0,-0.0661164765979655,0.9012765957446808,0.7166666666666667,DAL,47.0,21.0,14.0,108.0
MTL,2023,2.742126488179343,3.3604244864305968,2.3528739629390434,2.7057976054448805,6.150114883839673,1.053867755935665,0.711924023918396,8.144917340837145,83.33,111.26,0.4282337221851071,0.45,0.45,0.45,4.021450395130109,3.734203938335101,0.2872464567950077,-0.0027527785442857,0.8973703433162893,0.7476635514018692,MTL,31.0,45.0,6.0,68.0
VGK,2023,3.034460579870358,2.9923722426008745,2.6018526470768664,2.4462302926200845,5.876464061151522,0.8669707804216497,1.0183804805778045,7.768692995046067,97.09,94.82,0.5059142306289407,0.5,0.49,0.5,2.8581478317672477,3.3164162604894227,-0.458268428722175,0.0618662378774935,0.902291917973462,0.7014925373134329,VGK,51.0,22.0,9.0,111.0
CGY,2023,3.039055257748579,3.0981822578694937,2.474741590239518,2.50679938081526,6.661981371718882,1.2817950889077054,0.9376881671380348,7.44074445762248,99.28,100.04,0.4980935179610676,0.5,0.51,0.52,3.6636975535044938,3.724154608842852,-0.0604570553383583,-0.1302244971988228,0.8904840032813782,0.7188612099644128,CGY,38.0,27.0,17.0,93.0
LAK,2023,3.2293981117098767,2.8330782344252907,2.731217336307047,2.279135181918045,7.535418975364419,0.9682039041854914,1.03981038846262,6.849154380749608,108.93,90.48,0.5462614713404543,0.53,0.53,0.53,3.472471087860083,3.5327570442465426,-0.0602859563864597,0.3010680661939801,0.9085764040052242,0.7461538461538462,LAK,47.0,25.0,10.0,104.0
VGK,2024,3.3305912113424543,2.8030302013647983,2.685620762216507,2.4175356558335284,9.39403089072117,0.8319591220531878,1.1708054960292449,6.328249086096054,114.25,85.21,0.5727965506868545,0.54,0.51,0.52,2.282715908557165,2.5001174236578474,-0.2174015151006822,0.2183677440566855,0.9000467071461934,0.7519083969465649,VGK,45.0,29.0,8.0,98.0
TOR,2024,3.1582172795538157,3.2253464814285957,2.3768444110806186,2.394417849099792,8.710544657970726,1.3693119585781142,0.7183040044339755,8.741028128031038,111.16,110.77,0.5008786554318929,0.49,0.47,0.48,3.3383170662052515,3.14479143917886,0.1935256270263914,0.455510944613369,0.9048212801330008,0.7730263157894737,TOR,46.0,26.0,10.0,102.0
MIN,2024,2.862671810947673,2.871232216059802,2.2101112429070624,2.282819863430898,7.864993081636687,0.6564538446333268,0.6435050124648597,7.649498753514029,94.73,85.62,0.5252564457998337,0.5,0.48,0.48,3.038340969375452,3.0142271521581865,0.0241138172172656,0.0258017844224739,0.9028006589785832,0.7176470588235294,MIN,39.0,34.0,9.0,87.0
PHI,2024,3.004173965267004,2.8492267654271557,2.55406381987827,2.277280829947486,5.4616497829233,1.114905933429812,1.067959096719216,7.151682999573924,99.65,86.53,0.5352347190890536,0.51,0.48,0.5,3.038886942595466,3.1590010509984485,-0.1201141084029826,-0.5500025023772583,0.8719457013574661,0.6951219512195121,PHI,38.0,33.0,11.0,87.0
BUF,2024,3.079935775172881,3.3483124222748866,2.3867643567325754,2.6478284231440483,7.616618675442205,1.0086384204031262,0.9212854305831376,7.667629536017332,103.69,116.62,0.4706549861558712,0.48,0.5,0.49,3.728794242559339,3.6322558802924303,0.0965383622669087,-0.1150013240504543,0.878954027836356,0.7009063444108761,BUF,39.0,37.0,6.0,84.0
CGY,2024,2.9009292980451087,3.031197624942106,2.346886006881528,2.429708654844555,6.586347494410101,0.7386557937656189,0.6479663394109397,6.8431977559607295,96.84,94.52,0.506061872909699,0.49,0.51,0.51,3.46662490545417,3.62256304999017,-0.1559381445360008,0.2003205395193238,0.9005059021922428,0.7423076923076923,CGY,38.0,39.0,5.0,81.0
SJS,2024,2.6864123058362237,3.560729904991706,2.2185347758887173,2.858485316846986,6.31748271482997,0.9295893890221532,0.6723285587526936,8.825453162631511,83.98,123.97,0.4038470786246694,0.43,0.46,0.46,3.58316995928216,3.3056854169808476,0.2774845423013121,-0.1792791434172826,0.8810893747602608,0.7401129943502824,SJS,19.0,54.0,9.0,47.0
CBJ,2024,2.953707143215702,3.2134531399026156,2.5472110261848018,2.718237847602147,5.981879309362357,0.8410735654453244,0.9998030332873744,6.98266692928895,99.44,100.75,0.4967281082971177,0.48,0.49,0.49,3.228753576627679,2.7709452336730083,0.4578083429546709,-0.0032528487525724,0.8911536893599674,0.7639344262295082,CBJ,27.0,43.0,12.0,66.0
MTL,2024,2.90516638620602,3.429907698895666,2.495102692172183,2.8144328614950984,5.937842117168062,0.8729246776747343,0.825653642466953,7.614027771986156,85.74,115.54,0.4259737678855325,0.46,0.47,0.47,3.7455714539013023,3.492655053477099,0.2529164004242035,0.2865181507662767,0.8904741921947126,0.8066465256797584,MTL,30.0,36.0,16.0,76.0
UTA,2024,3.276069320180342,3.0065976312601577,2.738029832142945,2.401495707221871,7.542966437451614,0.7229837424290724,0.4756563854193219,7.212847310731583,105.08,94.98,0.5252424272718185,0.52,0.52,0.52,3.616182718010499,3.4600020690598794,0.1561806489506194,0.039165301198386,0.8912852112676056,0.6704980842911877,UTA,38.0,31.0,13.0,89.0
NYR,2024,3.135652402293703,3.357359076323206,2.5301783011554506,2.725829672560818,8.258511017251031,0.9562872118467254,1.216520650813517,7.378360882137154,102.62,113.18,0.4755329008341056,0.48,0.5,0.5,3.3698444713068247,3.115287874553432,0.2545565967533929,0.2663146871748598,0.8959608323133414,0.7682926829268293,NYR,55.0,23.0,4.0,114.0
FLA,2024,3.454142091152815,2.843927613941019,2.6901954932099685,2.22533950156693,9.43514394600303,0.7719362688828688,0.8186817983413357,7.008293321693584,119.73,98.94,0.5475373851008368,0.55,0.56,0.55,3.896782841823056,3.75201072386059,0.1447721179624661,0.1535790884718497,0.8961824953445066,0.7169811320754718,FLA,52.0,24.0,6.0,110.0
TBL,2024,3.283140071487306,2.934684767834069,2.5755915136110863,2.441836181286881,7.901021135122298,0.6822132510092614,1.1333885666942831,7.098591549295775,109.32,94.12,0.5373574518285489,0.53,0.51,0.51,3.129331610478092,3.3830612005168565,-0.2537295900387644,0.3248946988639222,0.9065743944636678,0.7985074626865671,TBL,45.0,29.0,8.0,98.0
BOS,2024,2.856241015691754,3.118728575880337,2.2790638566515127,2.4323985291284225,6.95914981390969,1.4738352540244832,0.740565823532083,7.459606739021843,96.5,104.2,0.4808171400099651,0.48,0.48,0.48,3.6791684677168046,3.6188542305411193,0.0603142371756852,-0.1503030790418075,0.8844842284739983,0.7275862068965517,BOS,47.0,20.0,15.0,109.0
PIT,2024,3.1256284432670016,3.3091489297648793,2.578724639083017,2.663313423451745,8.76287124103901,1.0272786518946095,0.5941224726149689,8.036288182213,103.62,111.94,0.4807014288365188,0.49,0.5,0.49,2.9262124815606465,3.034590721618448,-0.1083782400578017,-0.1469127254116866,0.8838996763754046,0.7142857142857143,PIT,38.0,32.0,12.0,88.0
EDM,2024,3.3500894045522376,2.768448931850876,2.757721445221445,2.300262237762238,7.629362689440687,0.870810090339142,0.8296388156874903,6.957060920787475,105.64,90.34,0.5390345953668741,0.55,0.54,0.54,3.000766324733467,3.0612656457966416,-0.0604993210631747,-0.0750191581183365,0.8937132519222072,0.765625,EDM,49.0,27.0,6.0,104.0
COL,2024,3.1343361691849383,2.798837927055098,2.518320235756385,2.2314341846758348,6.755379805039544,0.7879345227147324,0.6784172296439275,6.1148981561436475,96.66,92.91,0.5098908055072006,0.53,0.54,0.54,2.8260111108129142,3.1883202275838007,-0.3623091167708865,0.0090577279192721,0.8913452492944497,0.7038461538461538,COL,50.0,25.0,7.0,107.0
WSH,2024,3.3066786362692353,3.0193143829513556,2.708823529411765,2.5123529411764705,7.364394789481388,1.05732546226277,0.9879680951737192,6.682168446667568,114.2,95.62,0.5442760461347822,0.52,0.5,0.51,3.569442676546055,3.3885587571264915,0.1808839194195637,0.2578198798126846,0.897355445988346,0.7473684210526316,WSH,40.0,31.0,11.0,91.0
VAN,2024,2.7676062675612707,2.853520253582249,2.175159040486376,2.2701788362771658,7.06998502994012,0.8521706586826348,0.6676108701425157,7.015490838275649,100.76,93.16,0.5195957095709571,0.49,0.49,0.49,3.515753897227194,3.4917555771096023,0.0239983201175917,-0.1582689211755177,0.8857012750455373,0.7185185185185186,VAN,50.0,23.0,9.0,109.0
CAR,2024,3.5520032321055823,2.8705945727560436,3.0248000066733955,2.4201403081440453,7.171971252566735,0.9856262833675564,1.1691453843819104,5.655292026189134,106.41,97.7,0.5213365342217431,0.55,0.59,0.58,3.3088680896909297,3.2725069018921285,0.0363611877988012,0.0829035081812673,0.8875305623471883,0.7534246575342466,CAR,52.0,23.0,7.0,111.0
WPG,2024,3.117874964297115,2.7930711201465077,2.552468776938035,2.2724535412866107,8.832204978648058,0.8230392667430475,0.7367875647668394,6.9258031088082905,103.84,86.67,0.5450632512728991,0.53,0.5,0.51,2.746013877921336,3.012147381508426,-0.2661335035870897,0.4946454073489136,0.9147599820547332,0.736,WPG,52.0,24.0,6.0,110.0
NSH,2024,3.198070655190159,3.103500469218272,2.4952389653210636,2.5287260858190517,6.949833742952147,0.7442532889981206,0.7493226680428332,7.038059605212231,103.58,98.54,0.512467840886602,0.51,0.52,0.51,3.6568753090281634,3.51156900535817,0.1453063036699933,-0.2143267979132398,0.8831058020477816,0.7259786476868327,NSH,47.0,30.0,5.0,99.0
STL,2024,2.677087689831807,2.785370864184313,2.235365722673732,2.275321327557194,6.786869181773641,0.6722195002449779,0.5648988518316019,8.00503007107709,83.8,88.57,0.4861634855253234,0.49,0.49,0.49,2.987122051103609,3.0112117450641223,-0.024089693960513,0.0030112117450641,0.896690518783542,0.7480916030534351,STL,43.0,33.0,6.0,92.0
ANA,2024,2.902310292761795,3.568179692406366,2.3773892562732133,2.8971003631751886,6.181331906926986,0.9194971917625032,1.061235428112019,7.846710438161597,90.51,115.95,0.4383900029061319,0.45,0.46,0.46,3.728002779299563,3.4153315784550835,0.3126712008444796,0.4294418685444752,0.9014722536806342,0.7402985074626866,ANA,27.0,50.0,5.0,59.0
NJD,2024,3.339399881803041,2.9416939773276742,2.536359622585973,2.3759423086357168,10.276293695618987,0.9909937414135248,1.1426009772717085,7.576993768772135,118.98,95.84,0.5538590447816777,0.53,0.52,0.51,3.2759361736420782,3.1187879439101702,0.157148229731908,0.2822623972492343,0.8983364140480592,0.7854545454545454,NJD,38.0,39.0,5.0,81.0
DET,2024,3.103288131163361,3.2228309492455693,2.3649519167171085,2.5834372231553377,8.573265020959479,0.6824406148113648,0.6821096412685576,9.200161746866154,105.01,111.38,0.4852812052312954,0.49,0.48,0.49,2.62970074085988,3.220780265181596,-0.5910795243217164,0.09855346354507,0.8891741548994437,0.7234726688102894,DET,41.0,32.0,9.0,91.0
NYI,2024,2.9297111978626096,3.125571678239733,2.5365485514256925,2.53553693794233,5.078458552813973,0.6869975048516773,1.217643982100308,7.906317196489801,83.22,100.1,0.453960288020947,0.48,0.5,0.5,2.4226434803570354,2.6637025331288795,-0.2410590527718441,0.0279628501215338,0.8909630886720408,0.754325259515571,NYI,39.0,27.0,16.0,94.0
SEA,2024,2.8832669523569447,3.2356138139652133,2.2621915393654524,2.6402761457109283,6.795867539894844,0.8700304399963104,1.0480856882406564,8.003190519598906,87.73,110.24,0.443147951709855,0.47,0.48,0.48,2.8313587093521555,3.3032518275775145,-0.4718931182253589,0.0654600453743386,0.8881775501493812,0.7670807453416149,SEA,34.0,35.0,13.0,81.0
OTT,2024,3.051225049186944,3.0957808532463384,2.4016570817510505,2.4175711290553457,6.623106670963583,0.4887205929745408,0.97337909284853,8.728689360912718,99.81,108.69,0.478705035971223,0.5,0.51,0.51,3.559621302571174,4.019708409706223,-0.4600871071350494,0.2868279886323506,0.9011504047720494,0.7396825396825397,OTT,37.0,41.0,4.0,78.0
LAK,2024,3.033757442050228,2.5858744597902628,2.620072329771392,2.1244824821221098,6.1767922235722965,0.7253948967193196,0.9356535815459328,5.937677053824363,96.37,74.06,0.5654520917678812,0.54,0.53,0.53,3.3727220526458943,3.010063767415153,0.3626582852307414,0.1318867297289128,0.903010033444816,0.7535545023696683,LAK,44.0,27.0,11.0,99.0
DAL,2024,3.2635575055936674,3.0653300096083425,2.644024022283938,2.63955399012454,7.57624004898959,0.7627679118187385,0.9145263157894736,6.167578947368421,101.68,97.59,0.5102624579715963,0.52,0.5,0.49,2.9752266023422855,3.1445484414999765,-0.1693218391576909,0.3803694172506701,0.906801007556675,0.7508771929824561,DAL,52.0,21.0,9.0,113.0
CHI,2024,2.490280995064962,3.3675898882062643,2.0856039210830115,2.754297173033367,6.392523364485982,0.8820992092020129,0.852920100322465,6.923324973127911,79.56,109.88,0.4199746621621621,0.43,0.44,0.44,3.154396213113103,2.791821935743781,0.3625742773693221,-0.161466411521805,0.8855799373040752,0.7546583850931677,CHI,23.0,53.0,6.0,52.0
